iter	RMSE
602	0.2319562496
603	0.2318274953
604	0.2316353278
605	0.2313002646
606	0.2309364061
607	0.2307362095
608	0.2306421659
609	0.2303139272
610	0.2301287671
611	0.2299837985
612	0.2296866221
613	0.2295576312
614	0.2292190208
615	0.2288258674
616	0.2286581917
617	0.2284160306
618	0.2281778651
619	0.2280858554
620	0.2277997242
621	0.2275805675
622	0.2272154221
623	0.2268294854
624	0.2267677417
625	0.2264897496
626	0.22619258
627	0.2260359701
628	0.2257783284
629	0.225480455
630	0.2251725771
631	0.2250589099
632	0.2247872179
633	0.2246803722
634	0.2243235268
635	0.2241277988
636	0.2236602332
637	0.2235929044
638	0.2233063126
639	0.2230983777
640	0.2229373031
641	0.222670848
642	0.2224533018
643	0.2221697814
644	0.2220225776
645	0.2218651808
646	0.2216669703
647	0.2214368072
648	0.221258467
649	0.2210492858
650	0.2207566387
651	0.2203986368
652	0.2203457271
653	0.2200870103
654	0.2199549648
655	0.2196563398
656	0.2194347851
657	0.2192261169
658	0.2189752064
659	0.2186860744
660	0.218387429
661	0.2180990099
662	0.2179645939
663	0.2176762822
664	0.2174462292
665	0.2171811611
666	0.2169213815
667	0.2166002633
668	0.2163667318
669	0.2161700912
670	0.2160377563
671	0.2158270874
672	0.2155360837
673	0.2152583336
674	0.2150876597
675	0.2147198423
676	0.2144353369
677	0.2141311588
678	0.2138444274
679	0.2135892179
680	0.213392536
681	0.2132074971
682	0.2127972442
683	0.2124070195
684	0.2122393965
685	0.2120625281
686	0.2117405294
687	0.211501719
688	0.2111360993
689	0.2108230262
690	0.2106633512
691	0.2104279707
692	0.2101972251
693	0.2099842975
694	0.2096700845
695	0.2094425999
696	0.209207068
697	0.2089108605
698	0.2087383431
699	0.2082748968
700	0.2081880017
701	0.2080863786
702	0.2078167689
703	0.2076473398
704	0.2074724363
705	0.2072549882
706	0.2070721779
707	0.2068528447
708	0.2066542588
709	0.2064164525
710	0.2062527647
711	0.205946024
712	0.2055903278
713	0.2054273957
714	0.2051263482
715	0.2048629186
716	0.2046583405
717	0.204366792
718	0.2040998304
719	0.2038363648
720	0.203627215
721	0.2033688376
722	0.2031213506
723	0.202782539
724	0.2025655366
725	0.2023796478
726	0.2021940619
727	0.2019334625
728	0.201687487
729	0.2015184534
730	0.2012408731
731	0.2010343105
732	0.2008289552
733	0.2006134254
734	0.2004479869
735	0.2002584138
736	0.200095116
737	0.1998616512
738	0.1996734315
739	0.1995099423
740	0.1992854499
741	0.1990972847
742	0.1990373052
743	0.1988198593
744	0.1985482979
745	0.1983311473
746	0.1981162373
747	0.197851525
748	0.1977250206
749	0.1975559608
750	0.197284851
751	0.1971487524
752	0.1968954362
753	0.1966440302
754	0.1964770369
755	0.1962690717
756	0.1961520763
757	0.1961269732
758	0.1958141101
759	0.1956233974
760	0.1953873721
761	0.1952108637
762	0.195023877
763	0.1948176462
764	0.1946905581
765	0.1945090128
766	0.1943076449
767	0.1942639859
768	0.1941943293
769	0.1939810938
770	0.1937480285
771	0.1936382847
772	0.1934251516
773	0.1932567202
774	0.1930995263
775	0.1928461604
776	0.1926152069
777	0.1925269147
778	0.1923145106
779	0.1920916731
780	0.1920494698
781	0.1917822525
782	0.1916419671
783	0.1914213333
784	0.1911939286
785	0.1908938176
786	0.1906688178
787	0.1905016677
788	0.1902954461
789	0.1900948823
790	0.1899466521
791	0.1897680377
792	0.1895420965
793	0.1893803594
794	0.1893212596
795	0.189107097
796	0.1889254908
797	0.1887313043
798	0.1885548416
799	0.1883365014
800	0.1882343164
801	0.1880332582
802	0.1878957878
803	0.1877314084
804	0.1875179641
805	0.187376832
806	0.1871794942
807	0.1870029935
808	0.1868764397
809	0.1866636295
810	0.1864272674
811	0.1861323784
812	0.1859342416
813	0.1857793233
814	0.1855977355
815	0.1855083563
816	0.1852585399
817	0.1849232063
818	0.1847726562
819	0.1846609493
820	0.1844862592
821	0.1843229209
822	0.1842203338
823	0.1839565732
824	0.1837842977
825	0.1836143765
826	0.1834071264
827	0.1831635682
828	0.1830611507
829	0.1829195902
830	0.1826961198
831	0.1825216494
832	0.1823424887
833	0.1819841326
834	0.1819082128
835	0.181795687
836	0.1816656839
837	0.1815696849
838	0.1813894248
839	0.1812346025
840	0.1810972228
841	0.1809052232
842	0.1807792047
843	0.1805052926
844	0.1803202057
845	0.1801761813
846	0.1800987825
847	0.1800302503
848	0.1798906971
849	0.1797457148
850	0.1796111941
851	0.1794571822
852	0.1792989152
853	0.1791706238
854	0.1789782994
855	0.1788582847
856	0.1785811414
857	0.1783883781
858	0.1782547896
859	0.1780733633
860	0.177920528
861	0.1777773424
862	0.1776818136
863	0.1776062555
864	0.1774974526
865	0.1773746223
866	0.1771510997
867	0.1769123016
868	0.176758989
869	0.1765874003
870	0.1764547264
871	0.1763234189
872	0.1760351867
873	0.1758898405
874	0.1756124434
875	0.1754823553
876	0.1753115481
877	0.1751715561
878	0.1750207072
879	0.1748052699
880	0.1746033888
881	0.1744860783
882	0.1743425793
883	0.1741911247
884	0.1738590774
885	0.1737242375
886	0.1735843045
887	0.173312713
888	0.1730869444
889	0.1729316587
890	0.1727148302
891	0.1725844233
892	0.1724393001
893	0.1722410427
894	0.1721205214
895	0.1718722028
896	0.1716364757
897	0.1714255744
898	0.1712918405
899	0.1710682656
900	0.1709328304
901	0.170743194
902	0.1705434684
903	0.1704214687
904	0.1700999727
905	0.1699214038
906	0.1697424053
907	0.1696327589
908	0.1694687822
909	0.1693381037
910	0.1692391846
911	0.1691384929
912	0.1689551466
913	0.1687284248
914	0.1685909839
915	0.1684554029
916	0.1683380557
917	0.1681598604
918	0.1680456349
919	0.1679310284
920	0.167816622
921	0.1676952089
922	0.167581251
923	0.1674424677
924	0.1671607495
925	0.1670289631
926	0.1669106855
927	0.1667218398
928	0.1665532682
929	0.1664220724
930	0.1662524932
931	0.1661499248
932	0.1660156469
933	0.1658264103
934	0.1656941011
935	0.165500734
936	0.1652720297
937	0.1650878071
938	0.1649833447
939	0.1648621535
940	0.1646433166
941	0.16450355
942	0.164387316
943	0.1642878872
944	0.1640853867
945	0.1639556284
946	0.1637592995
947	0.1636049983
948	0.1634270257
949	0.163243549
950	0.1631345084
951	0.1629279366
952	0.1627953688
953	0.1627046725
954	0.1626398893
955	0.1625431789
956	0.1623987755
957	0.1622609235
958	0.1621525712
959	0.1619612026
960	0.1618387777
961	0.161728549
962	0.1614525447
963	0.1611737504
964	0.1609370984
965	0.1607422587
966	0.160687371
967	0.1605547383
968	0.1603142475
969	0.1600742659
970	0.1598546875
971	0.1597650635
972	0.1595829116
973	0.1594487663
974	0.1592527437
975	0.1591617545
976	0.1590353005
977	0.158919735
978	0.1586840107
979	0.1585414125
980	0.1583205538
981	0.1581686867
982	0.157941031
983	0.1577999539
984	0.1576124576
985	0.1575260553
986	0.1573553585
987	0.1572343416
988	0.1570749506
989	0.1569319244
990	0.1567864604
991	0.1566287371
992	0.156509769
993	0.1562776355
994	0.1560855929
995	0.1559059573
996	0.1557368236
997	0.1555853955
998	0.1553902273
999	0.155178736
