iter	Passed	Remaining
185	3220	14092
186	3236	14072
187	3253	14052
188	3271	14036
189	3288	14019
190	3306	14005
191	3325	13993
192	3342	13975
193	3358	13955
194	3375	13935
195	3392	13914
196	3408	13894
197	3425	13873
198	3441	13854
199	3458	13835
200	3476	13818
201	3493	13800
202	3510	13781
203	3526	13761
204	3543	13740
205	3560	13721
206	3577	13704
207	3593	13684
208	3611	13666
209	3627	13646
210	3643	13625
211	3660	13605
212	3677	13587
213	3694	13568
214	3712	13553
215	3729	13538
216	3746	13518
217	3764	13502
218	3781	13487
219	3799	13470
220	3816	13451
221	3833	13436
222	3850	13417
223	3867	13399
224	3885	13383
225	3903	13368
226	3928	13376
227	3948	13368
228	3965	13349
229	3981	13330
230	3999	13314
231	4016	13296
232	4033	13278
233	4050	13257
234	4067	13241
235	4085	13225
236	4102	13208
237	4120	13191
238	4138	13177
239	4155	13160
240	4172	13140
241	4191	13127
242	4207	13108
243	4223	13085
244	4239	13065
245	4256	13045
246	4272	13026
247	4290	13010
248	4308	12994
249	4326	12978
250	4344	12964
251	4362	12948
252	4380	12933
253	4396	12913
254	4413	12893
255	4429	12873
256	4445	12853
257	4462	12833
258	4478	12813
259	4495	12795
260	4512	12777
261	4530	12762
262	4549	12749
263	4566	12730
264	4582	12710
265	4599	12690
266	4615	12671
267	4631	12651
268	4648	12631
269	4664	12611
270	4680	12591
271	4697	12572
272	4715	12556
273	4732	12538
274	4751	12527
275	4771	12517
276	4789	12500
277	4806	12484
278	4825	12469
279	4844	12456
280	4862	12441
281	4880	12425
282	4897	12408
283	4914	12390
284	4932	12375
285	4949	12356
286	4966	12338
287	4984	12322
288	5001	12304
289	5019	12288
290	5035	12269
291	5053	12253
292	5070	12234
293	5086	12214
294	5107	12205
295	5123	12185
296	5140	12167
297	5158	12152
298	5179	12143
299	5204	12144
300	5222	12126
301	5238	12106
302	5255	12088
303	5271	12069
304	5288	12051
305	5306	12035
306	5324	12018
307	5340	11999
308	5358	11983
309	5375	11965
310	5393	11948
311	5410	11931
312	5426	11911
313	5443	11892
314	5460	11873
315	5476	11853
316	5492	11835
317	5509	11816
318	5526	11798
319	5543	11779
320	5560	11762
321	5577	11744
322	5594	11726
323	5612	11709
324	5630	11694
325	5647	11676
326	5663	11656
327	5680	11638
328	5696	11619
329	5713	11600
330	5730	11582
331	5747	11564
332	5764	11545
333	5781	11528
334	5798	11510
335	5815	11493
336	5833	11476
337	5851	11461
338	5869	11444
339	5886	11427
340	5904	11410
341	5921	11393
342	5938	11374
343	5954	11356
344	5971	11336
345	5987	11317
346	6004	11298
347	6021	11281
348	6040	11266
349	6059	11252
350	6076	11234
351	6092	11216
352	6109	11197
353	6125	11178
354	6143	11161
355	6160	11143
356	6176	11125
357	6192	11105
358	6208	11085
359	6226	11069
360	6243	11050
361	6261	11035
362	6279	11018
363	6295	11000
364	6312	10981
365	6329	10963
366	6345	10945
367	6362	10927
368	6379	10909
369	6395	10890
370	6412	10872
371	6429	10853
372	6446	10836
373	6462	10817
374	6480	10800
375	6498	10784
376	6515	10766
377	6532	10749
378	6549	10731
379	6566	10713
380	6582	10694
381	6599	10677
382	6615	10657
383	6632	10638
384	6648	10620
385	6665	10603
386	6682	10584
387	6699	10566
388	6717	10551
389	6734	10533
390	6750	10514
391	6768	10497
392	6785	10480
393	6802	10463
394	6819	10445
395	6835	10426
396	6853	10409
397	6870	10392
398	6887	10374
399	6904	10357
400	6922	10341
401	6940	10323
402	6957	10306
403	6974	10289
404	6992	10272
405	7009	10255
406	7026	10237
407	7043	10220
408	7061	10203
409	7078	10186
410	7095	10168
411	7114	10153
412	7134	10139
413	7151	10122
414	7168	10105
415	7184	10086
416	7201	10067
417	7217	10049
418	7235	10032
419	7251	10014
420	7268	9996
421	7286	9979
422	7303	9962
423	7320	9944
424	7337	9927
425	7356	9912
426	7374	9896
427	7391	9879
428	7409	9861
429	7425	9843
430	7441	9824
431	7458	9806
432	7474	9788
433	7491	9769
434	7512	9757
435	7529	9739
436	7547	9723
437	7565	9706
438	7582	9689
439	7598	9670
440	7615	9652
441	7631	9634
442	7648	9616
443	7664	9598
444	7680	9579
445	7698	9562
446	7717	9547
447	7734	9529
448	7751	9512
449	7771	9497
450	7787	9479
451	7808	9466
452	7825	9449
453	7842	9431
454	7859	9414
455	7875	9395
456	7892	9377
457	7908	9359
458	7925	9341
459	7945	9326
460	7961	9308
461	7980	9293
462	7997	9275
463	8014	9258
464	8031	9240
465	8047	9222
466	8064	9204
467	8081	9186
468	8098	9169
469	8116	9153
470	8133	9135
471	8149	9116
472	8166	9098
473	8183	9080
474	8201	9064
475	8218	9047
476	8236	9030
477	8252	9012
478	8269	8994
479	8285	8976
480	8302	8958
481	8320	8942
482	8338	8925
483	8355	8908
484	8373	8891
485	8390	8873
486	8408	8857
487	8426	8840
488	8442	8822
489	8459	8804
490	8475	8786
491	8491	8767
492	8507	8749
493	8524	8731
494	8542	8714
495	8559	8697
496	8576	8679
497	8593	8662
498	8611	8646
499	8629	8629
500	8646	8611
501	8664	8595
502	8681	8577
503	8698	8560
504	8714	8542
505	8731	8524
506	8747	8506
507	8764	8488
508	8781	8471
509	8799	8454
510	8818	8439
511	8835	8421
512	8854	8405
513	8872	8389
514	8888	8371
515	8905	8352
516	8921	8335
517	8938	8316
518	8954	8298
519	8971	8281
520	8988	8263
521	9005	8246
522	9022	8229
523	9040	8212
524	9058	8195
525	9075	8178
526	9094	8162
527	9112	8145
528	9129	8128
529	9145	8110
530	9162	8093
531	9180	8076
532	9200	8061
533	9217	8043
534	9234	8026
535	9252	8009
536	9270	7992
537	9287	7975
538	9304	7958
539	9322	7941
540	9338	7923
541	9356	7905
542	9372	7888
543	9389	7870
544	9407	7854
545	9425	7837
546	9443	7820
547	9460	7802
548	9476	7785
549	9493	7767
550	9510	7749
551	9526	7731
552	9543	7714
553	9560	7696
554	9577	7679
555	9593	7661
556	9610	7643
557	9628	7626
558	9645	7609
559	9664	7593
560	9681	7576
561	9698	7558
562	9715	7540
563	9731	7523
564	9748	7505
565	9764	7487
566	9782	7470
567	9798	7452
568	9815	7435
569	9833	7418
570	9851	7401
571	9869	7384
572	9887	7368
573	9904	7350
574	9921	7333
575	9938	7315
576	9954	7297
577	9970	7279
578	9987	7261
579	10003	7243
580	10020	7226
581	10037	7209
582	10055	7192
583	10074	7176
584	10092	7159
585	10109	7142
586	10125	7123
587	10141	7106
588	10158	7088
589	10174	7070
590	10191	7053
591	10207	7035
592	10224	7017
593	10241	7000
594	10259	6983
595	10275	6965
596	10293	6948
597	10310	6931
598	10328	6914
599	10345	6896
600	10363	6879
601	10380	6862
602	10397	6845
603	10414	6828
604	10431	6810
605	10447	6792
606	10464	6775
607	10481	6757
608	10498	6740
609	10516	6723
610	10533	6706
611	10550	6689
612	10567	6671
613	10584	6654
614	10601	6636
615	10618	6619
616	10636	6602
617	10653	6585
618	10670	6567
619	10686	6550
620	10703	6532
621	10720	6514
622	10737	6497
623	10754	6479
624	10770	6462
625	10787	6444
626	10804	6427
627	10822	6410
628	10839	6393
629	10858	6377
630	10875	6360
631	10893	6342
632	10910	6325
633	10929	6309
634	10946	6291
635	10964	6275
636	10980	6257
637	10997	6240
638	11014	6222
639	11030	6204
640	11046	6186
641	11065	6170
642	11083	6153
643	11099	6135
644	11116	6118
645	11133	6101
646	11153	6085
647	11171	6068
648	11188	6051
649	11205	6033
650	11221	6016
651	11238	5998
652	11254	5980
653	11270	5962
654	11287	5945
655	11303	5927
656	11321	5910
657	11338	5893
658	11357	5876
659	11375	5859
660	11393	5843
661	11410	5826
662	11428	5809
663	11446	5791
664	11463	5774
665	11481	5758
666	11498	5740
667	11515	5723
668	11532	5705
669	11549	5688
670	11565	5670
671	11584	5654
672	11601	5637
673	11619	5620
674	11637	5603
675	11654	5585
676	11671	5568
677	11687	5550
678	11704	5533
679	11720	5515
680	11737	5498
681	11755	5481
682	11772	5464
683	11790	5447
684	11808	5430
685	11825	5412
686	11842	5395
687	11859	5378
688	11876	5360
689	11892	5343
690	11910	5325
691	11926	5308
692	11942	5290
693	11959	5273
694	11976	5255
695	11993	5238
696	12010	5221
697	12029	5204
698	12047	5187
699	12065	5170
700	12081	5153
701	12098	5135
702	12115	5118
703	12132	5101
704	12149	5083
705	12167	5066
706	12185	5049
707	12202	5032
708	12219	5015
709	12236	4998
710	12252	4980
711	12270	4963
712	12286	4945
713	12303	4928
714	12320	4910
715	12337	4893
716	12354	4876
717	12371	4858
718	12389	4842
719	12407	4824
720	12425	4808
721	12443	4791
722	12460	4774
723	12477	4756
724	12494	4739
725	12510	4721
726	12526	4704
727	12543	4686
728	12559	4668
729	12576	4651
730	12594	4634
731	12612	4617
732	12631	4600
733	12649	4583
734	12666	4566
735	12682	4549
736	12698	4531
737	12715	4514
738	12731	4496
739	12748	4479
740	12765	4461
741	12781	4444
742	12798	4427
743	12816	4409
744	12833	4392
745	12851	4375
746	12868	4358
747	12885	4341
748	12903	4324
749	12920	4306
750	12937	4289
751	12953	4271
752	12970	4254
753	12987	4237
754	13003	4219
755	13022	4202
756	13039	4185
757	13057	4168
758	13073	4151
759	13089	4133
760	13106	4116
761	13123	4099
762	13141	4081
763	13158	4064
764	13175	4047
765	13191	4029
766	13208	4012
767	13225	3995
768	13242	3978
769	13260	3960
770	13278	3943
771	13295	3926
772	13312	3909
773	13329	3892
774	13346	3874
775	13363	3857
776	13379	3839
777	13396	3822
778	13414	3805
779	13432	3788
780	13449	3771
781	13466	3753
782	13484	3736
783	13504	3720
784	13522	3703
785	13539	3686
786	13558	3669
787	13576	3652
788	13595	3635
789	13614	3619
790	13631	3601
791	13649	3584
792	13667	3567
793	13685	3550
794	13702	3533
795	13719	3516
796	13736	3498
797	13752	3481
798	13769	3463
799	13786	3446
800	13802	3429
801	13819	3411
802	13836	3394
803	13853	3377
804	13870	3359
805	13887	3342
806	13904	3325
807	13923	3308
808	13940	3291
809	13957	3274
810	13974	3256
811	13990	3239
812	14008	3222
813	14025	3204
814	14042	3187
815	14059	3170
816	14077	3153
817	14093	3135
818	14111	3118
819	14130	3101
820	14147	3084
821	14164	3067
822	14181	3049
823	14198	3032
824	14214	3015
825	14231	2997
826	14247	2980
827	14265	2963
828	14285	2946
829	14302	2929
830	14319	2912
831	14337	2895
832	14354	2877
833	14371	2860
834	14388	2843
835	14405	2825
836	14421	2808
837	14439	2791
838	14456	2774
839	14474	2757
840	14491	2739
841	14507	2722
842	14525	2705
843	14542	2687
844	14559	2670
845	14576	2653
846	14594	2636
847	14611	2619
848	14627	2601
849	14645	2584
850	14662	2567
851	14679	2549
852	14697	2532
853	14715	2515
854	14734	2498
855	14752	2481
856	14769	2464
857	14786	2447
858	14803	2429
859	14821	2412
860	14839	2395
861	14855	2378
862	14872	2360
863	14890	2343
864	14907	2326
865	14924	2309
866	14943	2292
867	14961	2275
868	14979	2258
869	14996	2240
870	15014	2223
871	15030	2206
872	15048	2189
873	15064	2171
874	15082	2154
875	15100	2137
876	15117	2120
877	15135	2103
878	15152	2085
879	15169	2068
880	15185	2051
881	15202	2033
882	15218	2016
883	15235	1999
884	15251	1981
885	15267	1964
886	15284	1947
887	15301	1929
888	15318	1912
889	15336	1895
890	15354	1878
891	15370	1861
892	15387	1843
893	15404	1826
894	15420	1809
895	15437	1791
896	15454	1774
897	15472	1757
898	15488	1740
899	15506	1722
900	15523	1705
901	15540	1688
902	15558	1671
903	15576	1654
904	15593	1636
905	15609	1619
906	15626	1602
907	15642	1584
908	15659	1567
909	15676	1550
910	15694	1533
911	15713	1516
912	15732	1499
913	15750	1482
914	15769	1464
915	15789	1447
916	15808	1430
917	15825	1413
918	15843	1396
919	15860	1379
920	15878	1361
921	15895	1344
922	15912	1327
923	15928	1310
924	15948	1293
925	15965	1275
926	15985	1258
927	16004	1241
928	16020	1224
929	16037	1207
930	16055	1189
931	16072	1172
932	16089	1155
933	16106	1138
934	16122	1120
935	16139	1103
936	16156	1086
937	16174	1069
938	16191	1051
939	16209	1034
940	16226	1017
941	16243	1000
942	16260	982
943	16277	965
944	16294	948
945	16310	931
946	16327	913
947	16343	896
948	16360	879
949	16377	861
950	16394	844
951	16411	827
952	16429	810
953	16447	793
954	16465	775
955	16483	758
956	16500	741
957	16517	724
958	16533	706
959	16552	689
960	16569	672
961	16586	655
962	16603	637
963	16620	620
964	16637	603
965	16654	586
966	16671	568
967	16688	551
968	16704	534
969	16721	517
970	16738	499
971	16755	482
972	16772	465
973	16788	448
974	16805	430
975	16822	413
976	16840	396
977	16857	379
978	16874	361
979	16891	344
980	16909	327
981	16925	310
982	16941	292
983	16960	275
984	16978	258
985	16996	241
986	17014	224
987	17031	206
988	17049	189
989	17066	172
990	17084	155
991	17101	137
992	17117	120
993	17135	103
994	17151	86
995	17167	68
996	17184	51
997	17200	34
998	17217	17
999	17233	0
