iter	Passed	Remaining
486	8941	9419
487	8959	9400
488	8976	9380
489	8993	9360
490	9010	9341
491	9027	9321
492	9044	9301
493	9062	9283
494	9081	9264
495	9099	9246
496	9117	9227
497	9136	9209
498	9154	9191
499	9172	9172
500	9191	9154
501	9209	9136
502	9228	9118
503	9246	9100
504	9265	9081
505	9283	9063
506	9302	9045
507	9320	9026
508	9339	9008
509	9357	8990
510	9375	8971
511	9393	8953
512	9412	8935
513	9431	8917
514	9450	8899
515	9469	8882
516	9488	8864
517	9507	8846
518	9526	8828
519	9545	8811
520	9567	8796
521	9586	8778
522	9605	8760
523	9624	8742
524	9643	8725
525	9662	8707
526	9680	8688
527	9699	8670
528	9717	8652
529	9735	8633
530	9754	8615
531	9773	8598
532	9792	8579
533	9814	8564
534	9833	8546
535	9852	8528
536	9870	8509
537	9887	8491
538	9905	8472
539	9922	8452
540	9940	8433
541	9957	8414
542	9974	8394
543	9992	8375
544	10008	8355
545	10025	8336
546	10043	8317
547	10061	8298
548	10079	8280
549	10097	8261
550	10115	8243
551	10134	8224
552	10151	8206
553	10170	8187
554	10188	8169
555	10206	8150
556	10224	8132
557	10243	8113
558	10261	8095
559	10279	8076
560	10298	8058
561	10316	8040
562	10335	8022
563	10353	8003
564	10372	7985
565	10390	7967
566	10408	7948
567	10426	7930
568	10445	7912
569	10463	7893
570	10482	7875
571	10499	7856
572	10518	7838
573	10538	7821
574	10557	7803
575	10576	7785
576	10595	7767
577	10614	7749
578	10632	7731
579	10651	7713
580	10669	7694
581	10688	7676
582	10706	7657
583	10725	7639
584	10743	7621
585	10761	7602
586	10780	7584
587	10798	7566
588	10816	7548
589	10834	7528
590	10851	7509
591	10868	7490
592	10885	7471
593	10902	7451
594	10919	7432
595	10937	7414
596	10954	7395
597	10972	7375
598	10989	7357
599	11007	7338
600	11025	7319
601	11043	7301
602	11061	7282
603	11079	7263
604	11097	7245
605	11115	7226
606	11132	7207
607	11150	7189
608	11168	7170
609	11187	7152
610	11204	7133
611	11223	7115
612	11241	7097
613	11259	7078
614	11277	7060
615	11296	7042
616	11315	7024
617	11334	7005
618	11352	6987
619	11370	6969
620	11388	6950
621	11406	6932
622	11425	6913
623	11443	6895
624	11461	6876
625	11480	6858
626	11499	6841
627	11518	6823
628	11538	6805
629	11558	6788
630	11577	6770
631	11596	6752
632	11615	6734
633	11634	6716
634	11652	6698
635	11671	6680
636	11689	6661
637	11707	6642
638	11725	6624
639	11743	6605
640	11761	6587
641	11779	6568
642	11797	6550
643	11816	6531
644	11833	6513
645	11850	6494
646	11868	6475
647	11885	6456
648	11902	6437
649	11921	6419
650	11939	6400
651	11956	6381
652	11974	6363
653	11992	6344
654	12009	6325
655	12028	6307
656	12047	6289
657	12066	6271
658	12085	6253
659	12103	6234
660	12121	6216
661	12139	6197
662	12157	6179
663	12175	6161
664	12193	6142
665	12212	6124
666	12230	6105
667	12249	6087
668	12267	6069
669	12285	6050
670	12303	6032
671	12321	6013
672	12339	5995
673	12357	5976
674	12375	5958
675	12393	5940
676	12411	5921
677	12429	5903
678	12447	5884
679	12465	5866
680	12484	5848
681	12504	5830
682	12523	5812
683	12542	5794
684	12561	5776
685	12581	5758
686	12600	5740
687	12619	5722
688	12637	5704
689	12657	5686
690	12675	5668
691	12693	5649
692	12712	5631
693	12730	5613
694	12749	5594
695	12766	5576
696	12785	5557
697	12802	5539
698	12820	5520
699	12837	5501
700	12854	5482
701	12872	5464
702	12889	5445
703	12906	5426
704	12924	5407
705	12941	5389
706	12958	5370
707	12975	5351
708	12993	5332
709	13011	5314
710	13028	5295
711	13046	5277
712	13065	5259
713	13084	5241
714	13102	5222
715	13121	5204
716	13140	5186
717	13159	5168
718	13177	5149
719	13195	5131
720	13213	5113
721	13231	5094
722	13249	5076
723	13267	5057
724	13286	5039
725	13304	5021
726	13322	5002
727	13340	4984
728	13357	4965
729	13376	4947
730	13394	4929
731	13412	4910
732	13430	4892
733	13448	4873
734	13467	4855
735	13487	4837
736	13506	4819
737	13526	4801
738	13544	4783
739	13563	4765
740	13582	4747
741	13601	4729
742	13620	4711
743	13638	4692
744	13657	4674
745	13675	4656
746	13696	4638
747	13714	4620
748	13732	4602
749	13750	4583
750	13769	4565
751	13787	4546
752	13804	4528
753	13821	4509
754	13838	4490
755	13855	4472
756	13873	4453
757	13890	4434
758	13906	4415
759	13924	4397
760	13941	4378
761	13958	4359
762	13976	4341
763	13994	4322
764	14012	4304
765	14031	4286
766	14049	4268
767	14067	4249
768	14086	4231
769	14104	4213
770	14123	4194
771	14141	4176
772	14160	4158
773	14179	4140
774	14197	4121
775	14216	4103
776	14235	4085
777	14254	4067
778	14272	4049
779	14290	4030
780	14309	4012
781	14328	3994
782	14347	3976
783	14366	3957
784	14383	3939
785	14401	3921
786	14419	3902
787	14437	3884
788	14456	3866
789	14475	3847
790	14495	3829
791	14519	3813
792	14539	3795
793	14557	3777
794	14576	3758
795	14595	3740
796	14613	3722
797	14632	3703
798	14651	3685
799	14669	3667
800	14688	3649
801	14705	3630
802	14724	3612
803	14742	3593
804	14760	3575
805	14780	3557
806	14797	3539
807	14814	3520
808	14831	3501
809	14849	3483
810	14867	3464
811	14884	3446
812	14901	3427
813	14921	3409
814	14938	3390
815	14956	3372
816	14981	3355
817	15000	3337
818	15019	3319
819	15037	3301
820	15055	3282
821	15074	3264
822	15092	3245
823	15110	3227
824	15128	3209
825	15146	3190
826	15164	3172
827	15182	3153
828	15202	3135
829	15219	3117
830	15237	3098
831	15255	3080
832	15274	3062
833	15293	3043
834	15311	3025
835	15330	3007
836	15348	2989
837	15366	2970
838	15385	2952
839	15403	2933
840	15421	2915
841	15439	2897
842	15458	2879
843	15478	2860
844	15498	2842
845	15518	2824
846	15537	2806
847	15555	2788
848	15574	2770
849	15593	2751
850	15612	2733
851	15630	2715
852	15649	2696
853	15667	2678
854	15685	2660
855	15703	2641
856	15722	2623
857	15740	2605
858	15758	2586
859	15776	2568
860	15793	2549
861	15810	2531
862	15827	2512
863	15844	2494
864	15861	2475
865	15878	2457
866	15896	2438
867	15914	2420
868	15931	2401
869	15949	2383
870	15966	2364
871	15985	2346
872	16003	2328
873	16021	2309
874	16039	2291
875	16057	2273
876	16076	2254
877	16094	2236
878	16112	2217
879	16130	2199
880	16149	2181
881	16167	2162
882	16185	2144
883	16203	2126
884	16221	2107
885	16239	2089
886	16258	2071
887	16276	2052
888	16295	2034
889	16313	2016
890	16332	1998
891	16351	1979
892	16370	1961
893	16389	1943
894	16408	1924
895	16426	1906
896	16445	1888
897	16465	1870
898	16485	1852
899	16504	1833
900	16523	1815
901	16542	1797
902	16560	1778
903	16579	1760
904	16598	1742
905	16616	1723
906	16634	1705
907	16652	1687
908	16671	1668
909	16689	1650
910	16707	1632
911	16725	1613
912	16744	1595
913	16762	1577
914	16782	1558
915	16799	1540
916	16819	1522
917	16839	1504
918	16857	1485
919	16875	1467
920	16893	1449
921	16911	1430
922	16929	1412
923	16946	1393
924	16965	1375
925	16985	1357
926	17011	1339
927	17033	1321
928	17052	1303
929	17072	1285
930	17091	1266
931	17111	1248
932	17132	1230
933	17150	1211
934	17168	1193
935	17186	1175
936	17204	1156
937	17223	1138
938	17241	1120
939	17260	1101
940	17278	1083
941	17296	1064
942	17314	1046
943	17332	1028
944	17350	1009
945	17368	991
946	17386	973
947	17404	954
948	17422	936
949	17442	918
950	17461	899
951	17482	881
952	17502	863
953	17521	844
954	17539	826
955	17558	808
956	17577	789
957	17596	771
958	17614	753
959	17633	734
960	17651	716
961	17669	697
962	17688	679
963	17705	661
964	17723	642
965	17742	624
966	17759	606
967	17776	587
968	17793	569
969	17810	550
970	17827	532
971	17844	514
972	17861	495
973	17878	477
974	17896	458
975	17913	440
976	17931	422
977	17948	403
978	17966	385
979	17985	367
980	18003	348
981	18021	330
982	18040	311
983	18058	293
984	18076	275
985	18094	256
986	18112	238
987	18130	220
988	18149	201
989	18167	183
990	18185	165
991	18204	146
992	18222	128
993	18240	110
994	18258	91
995	18277	73
996	18295	55
997	18313	36
998	18330	18
999	18349	0
