iter	RMSE
0	1.081284615
1	1.019077958
2	0.9668179104
3	0.923511946
4	0.884708468
5	0.8495712757
6	0.8158299041
7	0.7873090558
8	0.759840334
9	0.738510155
10	0.7190459071
11	0.7029483472
12	0.6829211016
13	0.6703951922
14	0.6561932791
15	0.6436033681
16	0.6322107808
17	0.6224261014
18	0.6136075888
19	0.6075225483
20	0.6007622196
21	0.5928953828
22	0.5880337394
23	0.5820864048
24	0.5773465221
25	0.5715184842
26	0.5664784645
27	0.5622069128
28	0.5588170413
29	0.5543244156
30	0.5514922679
31	0.5484084652
32	0.5460244916
33	0.5425943425
34	0.5405898142
35	0.5385157581
36	0.5359833627
37	0.5340620244
38	0.5311913121
39	0.5279194609
40	0.526210906
41	0.5249819084
42	0.5232573366
43	0.5219361922
44	0.5200650763
45	0.5183519277
46	0.5167158496
47	0.5150921921
48	0.513490168
49	0.5124566734
50	0.5115546311
51	0.50966341
52	0.508419822
53	0.5070159822
54	0.5055844021
55	0.5035544063
56	0.5024294697
57	0.501254034
58	0.5004856117
59	0.4988719851
60	0.4970792242
61	0.4942268842
62	0.4932724524
63	0.4921243117
64	0.4909818146
65	0.4892973722
66	0.488422761
67	0.4873102776
68	0.486111984
69	0.4843412545
70	0.4834099178
71	0.4825548459
72	0.4813327566
73	0.4800553718
74	0.4791997333
75	0.4780133101
76	0.4763486548
77	0.475824257
78	0.4742637251
79	0.4733745586
80	0.4723266423
81	0.4713533593
82	0.4706588614
83	0.4699904112
84	0.4692498293
85	0.4683743842
86	0.4674669324
87	0.4667127748
88	0.4657484343
89	0.4646569003
90	0.4637458256
91	0.4630627649
92	0.4623892419
93	0.4612603392
94	0.460562898
95	0.4598396401
96	0.4587284796
97	0.4581239558
98	0.4574659981
99	0.4565282961
100	0.4555905395
101	0.4547738913
102	0.4541973323
103	0.4532238515
104	0.4521252135
105	0.4508716636
106	0.4503420361
107	0.4496270834
108	0.4487306664
109	0.4480399438
110	0.4473016082
111	0.4461764859
112	0.4454780114
113	0.4444407442
114	0.4432913213
115	0.4423562959
116	0.4409798537
117	0.4403084086
118	0.4395438879
119	0.4387638629
120	0.4380032531
121	0.437179776
122	0.4363188229
123	0.4357421515
124	0.4349075784
125	0.4340996937
126	0.4333588976
127	0.4325801288
128	0.4319428068
129	0.4308902417
130	0.43011116
131	0.4295426704
132	0.4289332566
133	0.4283161506
134	0.4276534933
135	0.4270766109
136	0.426469383
137	0.4258730303
138	0.4244122675
139	0.4240398027
140	0.4234076018
141	0.4227664665
142	0.4222177157
143	0.421491347
144	0.4209006233
145	0.4203701446
146	0.4197506822
147	0.4188722392
148	0.4184063382
149	0.4177475949
150	0.4170289104
151	0.4167524687
152	0.4160612769
153	0.4154534666
154	0.4149133721
155	0.4140591203
156	0.4134364162
157	0.4127856539
158	0.412051147
159	0.4110189425
160	0.4097747824
161	0.409191735
162	0.4081939725
163	0.4073294209
164	0.4068448685
165	0.4061550527
166	0.4055821042
167	0.4050336622
168	0.4045134167
169	0.403925604
170	0.4034254278
171	0.4027192757
172	0.4022358979
173	0.4015260424
174	0.4010665526
175	0.4005736704
176	0.3998685827
177	0.3991371643
178	0.3986777103
179	0.3982811262
180	0.3976887488
181	0.3972246901
182	0.3967973432
183	0.3962549129
184	0.3957686494
185	0.3951841726
186	0.3947598345
187	0.3940464728
188	0.3937353472
189	0.3932496962
190	0.3927638916
191	0.3917172035
192	0.3912615885
193	0.3907737425
194	0.3904365323
195	0.3898981046
196	0.3892257948
197	0.3887632252
198	0.3881088965
199	0.3876263592
200	0.3871176418
201	0.3867186099
202	0.3864512805
203	0.3860684311
204	0.3854715375
205	0.3851122318
206	0.3845920212
207	0.3841380853
208	0.383633219
209	0.3833903936
210	0.3829863324
211	0.3826854671
212	0.3823782547
213	0.3820490531
214	0.3813686067
215	0.3809254413
216	0.3805305127
217	0.380139968
218	0.3797629841
219	0.3790600529
220	0.378664228
221	0.3781848581
222	0.3777873707
223	0.3775566714
224	0.3773409784
225	0.3770142802
226	0.3765810161
227	0.3762857752
228	0.3759185523
229	0.3755641035
230	0.375230783
231	0.3748256877
232	0.374486199
233	0.3739054517
234	0.373469997
235	0.3730172629
236	0.3727340722
237	0.3724181813
238	0.3722472481
239	0.3714725993
240	0.370757798
241	0.370108084
242	0.3695497935
243	0.3691701591
244	0.3688160043
245	0.3683459052
246	0.3680234312
247	0.367771335
248	0.3672071473
249	0.3668281742
250	0.3664084236
251	0.3660500787
252	0.3657480714
253	0.3651066021
254	0.3647471423
255	0.3644666064
256	0.3641133306
257	0.363747536
258	0.3630402528
259	0.3626759191
260	0.3624017157
261	0.362115519
262	0.3618274513
263	0.3615562768
264	0.3611622728
265	0.3606788535
266	0.3603522471
267	0.3600896505
268	0.3597923001
269	0.3594444188
270	0.3589451558
271	0.3585860669
272	0.3580982396
273	0.3578539483
274	0.3574813707
275	0.3572118086
276	0.3568858012
277	0.3564802138
278	0.3560688317
279	0.3556375035
280	0.3553224748
281	0.3549747068
282	0.3547301357
283	0.3543636444
284	0.35412119
285	0.3537619199
286	0.3531302838
287	0.3528683671
288	0.3526315454
289	0.3523378577
290	0.3519446089
291	0.3516050256
292	0.3511126992
293	0.350521144
294	0.3503342607
295	0.3500746477
296	0.3496300355
297	0.3493893641
298	0.3491158548
299	0.3486782127
300	0.348406324
301	0.3481380263
302	0.3479442108
303	0.3475612528
304	0.347247952
305	0.3469022081
306	0.3463577798
307	0.3460450842
308	0.3455136466
309	0.3450643551
310	0.3447578952
311	0.3445260654
312	0.3442329087
313	0.3440390429
314	0.3438258448
315	0.3435902214
316	0.3434613265
317	0.3430851511
318	0.342810519
319	0.3424767233
320	0.3422543883
321	0.3419920893
322	0.3418218008
323	0.3414986512
324	0.3411770164
325	0.3408932984
326	0.3405695102
327	0.3402374165
328	0.3400069631
329	0.3398172634
330	0.3395290404
331	0.3393120896
332	0.3391338483
333	0.3387011493
334	0.3385167274
335	0.3383153379
336	0.3381421189
337	0.3378301259
338	0.3371433622
339	0.3368989692
340	0.3365814495
341	0.3362988468
342	0.3360215133
343	0.3356500917
344	0.3353874505
345	0.334940263
346	0.3347358938
347	0.334434064
348	0.3342157403
349	0.3339805251
350	0.333766247
351	0.333479049
352	0.3332710051
353	0.3330549043
354	0.3326676375
355	0.3324301047
356	0.3322075112
