iter	Passed	Remaining
766	13665	4151
767	13683	4133
768	13701	4115
769	13720	4098
770	13737	4080
771	13755	4062
772	13773	4044
773	13792	4027
774	13809	4009
775	13827	3991
776	13847	3974
777	13865	3956
778	13883	3938
779	13902	3921
780	13920	3903
781	13939	3885
782	13958	3868
783	13976	3850
784	13995	3833
785	14013	3815
786	14030	3797
787	14047	3779
788	14063	3761
789	14080	3743
790	14098	3725
791	14115	3707
792	14133	3689
793	14152	3671
794	14170	3653
795	14186	3635
796	14203	3617
797	14221	3600
798	14239	3582
799	14256	3564
800	14273	3546
801	14291	3528
802	14308	3510
803	14326	3492
804	14343	3474
805	14363	3457
806	14381	3439
807	14401	3422
808	14418	3404
809	14435	3386
810	14452	3368
811	14468	3349
812	14484	3331
813	14502	3313
814	14520	3296
815	14537	3278
816	14557	3260
817	14574	3242
818	14591	3224
819	14608	3206
820	14625	3188
821	14642	3170
822	14658	3152
823	14675	3134
824	14692	3116
825	14708	3098
826	14727	3080
827	14745	3063
828	14763	3045
829	14781	3027
830	14798	3009
831	14815	2991
832	14832	2973
833	14848	2955
834	14866	2937
835	14882	2919
836	14900	2901
837	14917	2883
838	14934	2865
839	14952	2848
840	14970	2830
841	14988	2812
842	15006	2794
843	15024	2777
844	15042	2759
845	15059	2741
846	15076	2723
847	15092	2705
848	15109	2687
849	15126	2669
850	15144	2651
851	15161	2633
852	15179	2615
853	15197	2598
854	15216	2580
855	15233	2562
856	15251	2544
857	15268	2526
858	15285	2508
859	15301	2491
860	15319	2473
861	15335	2455
862	15352	2437
863	15373	2419
864	15393	2402
865	15410	2384
866	15428	2366
867	15445	2348
868	15465	2331
869	15484	2313
870	15502	2296
871	15519	2278
872	15536	2260
873	15553	2242
874	15571	2224
875	15589	2206
876	15606	2188
877	15624	2171
878	15642	2153
879	15659	2135
880	15675	2117
881	15692	2099
882	15709	2081
883	15727	2063
884	15744	2045
885	15762	2028
886	15781	2010
887	15799	1992
888	15817	1974
889	15835	1957
890	15852	1939
891	15869	1921
892	15885	1903
893	15902	1885
894	15920	1867
895	15937	1849
896	15955	1832
897	15973	1814
898	15993	1796
899	16013	1779
900	16031	1761
901	16050	1743
902	16068	1726
903	16086	1708
904	16104	1690
905	16122	1672
906	16140	1654
907	16158	1637
908	16176	1619
909	16194	1601
910	16212	1583
911	16230	1566
912	16248	1548
913	16266	1530
914	16284	1512
915	16302	1494
916	16318	1477
917	16335	1459
918	16352	1441
919	16374	1423
920	16392	1406
921	16408	1388
922	16426	1370
923	16444	1352
924	16462	1334
925	16482	1317
926	16501	1299
927	16518	1281
928	16535	1263
929	16552	1245
930	16569	1228
931	16586	1210
932	16603	1192
933	16620	1174
934	16638	1156
935	16655	1138
936	16673	1121
937	16690	1103
938	16707	1085
939	16724	1067
940	16741	1049
941	16758	1031
942	16776	1014
943	16793	996
944	16811	978
945	16828	960
946	16846	942
947	16863	925
948	16881	907
949	16898	889
950	16915	871
951	16932	853
952	16951	836
953	16969	818
954	16986	800
955	17004	782
956	17021	764
957	17039	747
958	17056	729
959	17074	711
960	17092	693
961	17109	675
962	17126	658
963	17143	640
964	17160	622
965	17176	604
966	17193	586
967	17210	568
968	17228	551
969	17246	533
970	17263	515
971	17280	497
972	17298	480
973	17316	462
974	17333	444
975	17353	426
976	17371	408
977	17387	391
978	17403	373
979	17420	355
980	17437	337
981	17454	319
982	17475	302
983	17493	284
984	17511	266
985	17529	248
986	17547	231
987	17564	213
988	17581	195
989	17598	177
990	17614	159
991	17631	142
992	17648	124
993	17665	106
994	17682	88
995	17700	71
996	17718	53
997	17737	35
998	17755	17
999	17773	0
